Accession,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_001029890,21,11,6,3,1.8095238095238095,326.0,69.92857142857143,338.0,81.58333333333333,309.0,78.08333333333333,1.37377666845,0.9901437397542857,1.322949511,0.9447424261130833,1.29028221558,0.8925239301787501,True
NM_001029983,14,4,2,3,1.4285714285714286,112.0,45.857142857142854,98.0,32.0,98.0,54.8,0.95170319868,0.8928738814512858,1.02178399872,0.907078221483125,1.3842237032,1.0209944069232,True
NM_001029988,3,2,0,2,1.6666666666666667,35.0,24.0,9.0,8.0,58.0,58.0,1.03572021256,0.8509993274875001,1.00424247305,0.766974336054,0.946082494161,0.946082494161,True
NM_001029990,1,1,1,3,3.0,67.0,67.0,20.0,20.0,63.0,63.0,0.918226056697,0.918226056697,0.746032664715,0.746032664715,1.15197462728,1.15197462728,True
NM_001030014,1,1,0,2,2.0,,,22.0,22.0,16.0,16.0,,,0.676525960493,0.676525960493,0.984086503083,0.984086503083,True
NM_001030296,2,2,1,3,2.5,32.0,32.0,22.0,22.0,17.0,17.0,0.984086503083,0.773210823851,0.708832947994,0.6473927831490001,1.05510161817,1.05510161817,True
NM_001030306,5,2,2,3,1.8,72.0,39.0,85.0,38.25,48.0,37.5,1.22051801206,0.7991191597196666,1.0459781657,0.864213604102,1.17987970477,0.92621398318,True
NM_001030307,29,19,9,3,1.9655172413793103,490.0,169.8235294117647,780.0,189.8421052631579,521.0,173.52380952380952,1.11536139464,0.8926706559632354,1.15214286108,0.8695215240436316,1.24683636079,0.8544919149181905,True
NM_001031667,8,5,2,3,1.875,46.0,18.5,65.0,26.4,24.0,18.333333333333332,1.03972077084,0.78143492550025,1.00424247305,0.8126169559722,1.08889997535,0.8015652861808333,True
NM_001031772,14,5,1,3,1.4285714285714286,68.0,41.6,99.0,35.57142857142857,106.0,40.875,1.15214964024,0.9956090755375999,1.07850041464,0.8658327106695715,1.1400692716,0.87158920289875,True
NM_001033128,1,0,0,1,1.0,,,11.0,11.0,,,,,0.916464885539,0.916464885539,,,True
NM_001033132,1,0,0,1,1.0,12.0,12.0,,,,,0.887694275799,0.887694275799,,,,,True
NM_001033135,27,19,13,3,2.185185185185185,589.0,138.05555555555554,506.0,116.7,700.0,116.04761904761905,1.26559985051,0.9256201357288888,1.22228955799,0.89068865507175,1.16544193098,0.8364194727513333,True
NM_001033136,14,7,5,3,1.8571428571428572,180.0,39.0,240.0,64.42857142857143,176.0,53.142857142857146,1.25295536806,0.9523521515033333,1.07755632707,0.8719533651248571,1.14360161717,0.863082193867,True
NM_001033139,1,0,0,1,1.0,10.0,10.0,,,,,1.22060726455,1.22060726455,,,,,True
NM_001033145,12,10,5,3,2.25,374.0,91.1,245.0,76.44444444444444,343.0,97.25,1.51314169342,0.9417255567206,1.23880378245,0.9159159060778889,1.39447009174,1.006993811057625,True
NM_001033155,1,0,0,1,1.0,,,24.0,24.0,,,,,0.933720058514,0.933720058514,,,True
NM_001033156,6,4,1,3,1.8333333333333333,47.0,32.0,35.0,23.25,61.0,34.75,1.03111529514,0.75585484638,1.08821944591,0.9469126545287501,0.90511405839,0.71766103628175,True
NM_001033157,30,20,11,3,2.033333333333333,395.0,107.75,299.0,95.64,634.0,129.5625,1.29045463061,0.8492402522334499,1.27750029864,0.8934644836054401,1.19046676708,0.764231303063,True
NM_001033164,3,2,1,3,2.0,19.0,12.5,26.0,14.666666666666666,10.0,10.0,1.05657580441,0.8465449863525,1.05492016799,0.9111764831683334,0.610864302055,0.610864302055,True
NM_001033165,7,3,2,3,1.7142857142857142,288.0,69.4,199.0,113.0,287.0,80.8,1.34662452263,0.9935103608998,1.15511827509,1.0719717627305,1.15520839595,0.8381264893006,True
NM_001033166,6,6,3,3,2.5,379.0,114.6,405.0,113.83333333333333,467.0,167.0,1.2342298115,0.9775901658004,1.18299965297,0.8906641707101667,1.23436957979,1.076272335591,True
NM_001033174,14,9,3,3,1.8571428571428572,59.0,37.9,51.0,31.0,112.0,45.625,1.26623972751,0.9428914898737,1.01302270354,0.83036507905975,1.25174484257,0.84526575190525,True
NM_001033175,1,1,1,3,3.0,36.0,36.0,73.0,73.0,34.0,34.0,0.809088123782,0.809088123782,1.27700087232,1.27700087232,1.04519468344,1.04519468344,True
NM_001033189,9,4,3,3,1.7777777777777777,58.0,34.142857142857146,46.0,25.2,36.0,24.25,1.09476775273,0.8704817158851429,1.31760334032,0.9686416981528,1.319422273,0.91735435807925,True
NM_001033191,1,1,0,2,2.0,,,21.0,21.0,23.0,23.0,,,1.34381032882,1.34381032882,0.684616277801,0.684616277801,True
NM_001033192,5,4,4,3,2.6,145.0,78.5,118.0,62.4,145.0,69.0,1.06201202984,0.8617272813919999,1.15655738899,0.9361296861802,1.05953237435,0.8574107101077499,True
NM_001033194,16,10,5,3,1.9375,99.0,47.81818181818182,139.0,61.81818181818182,126.0,56.333333333333336,1.07899220788,0.8766193375649092,1.05492016799,0.787863529735909,1.16203021642,0.9350333765646668,True
NM_001033201,19,12,4,3,1.8421052631578947,265.0,73.9,336.0,76.54545454545455,384.0,71.0,1.24669383666,0.8649638082676001,1.08453281771,0.8270766918106364,1.06589121321,0.8646794752391429,True
NM_001033210,1,0,0,1,1.0,,,,,20.0,20.0,,,,,0.855688667256,0.855688667256,True
NM_001033222,32,17,8,3,1.78125,191.0,49.6,176.0,64.44444444444444,214.0,75.21052631578948,1.18892479049,0.8659634740946499,1.48368733052,0.7945840596822222,1.18114307238,0.914147954792,True
NM_001033225,5,3,1,3,1.8,42.0,20.75,37.0,25.0,68.0,36.666666666666664,1.11413890563,0.8983048136595,1.16388032293,1.118637302105,1.13665852453,0.9467630056696666,True
NM_001033228,1,0,0,1,1.0,11.0,11.0,,,,,0.916464885539,0.916464885539,,,,,True
NM_001033231,2,2,0,2,2.0,17.0,17.0,23.0,23.0,24.0,15.5,0.545594573969,0.545594573969,1.07472122512,1.07472122512,1.05938459334,0.8288270909625,True
NM_001033236,3,3,1,3,2.3333333333333335,251.0,133.5,213.0,126.0,191.0,73.33333333333333,1.19074988643,1.0825323196495,1.08882163036,1.065557093235,1.23289128842,0.8224701466809999,True
NM_001033238,2,1,1,3,2.0,15.0,15.0,40.0,40.0,15.0,15.0,1.05492016799,1.0025953536115,0.610864302055,0.610864302055,0.690923309314,0.690923309314,True
NM_001033242,12,8,7,3,2.25,164.0,81.55555555555556,129.0,67.33333333333333,136.0,81.22222222222223,1.27069598586,0.9590300062700001,1.06085694716,0.7739175322055556,1.09720626103,0.9230840624717778,True
NM_001033244,6,1,1,3,1.3333333333333333,55.0,24.0,41.0,41.0,20.0,14.333333333333334,0.994923632572,0.863052807192,0.843482941249,0.843482941249,1.04865378936,0.8496986360863333,True
NM_001033258,2,1,1,3,2.0,66.0,66.0,43.0,30.5,25.0,25.0,0.946179257512,0.946179257512,0.971993818705,0.9684783708560001,0.626869457572,0.626869457572,True
NM_001033259,2,1,1,3,2.0,32.0,32.0,15.0,14.5,15.0,15.0,1.04335342694,1.04335342694,1.06253540806,0.8304024983225,0.673011667009,0.673011667009,True
NM_001033264,6,5,1,3,2.0,54.0,39.666666666666664,53.0,31.6,39.0,26.0,0.90052710314,0.7257962444910001,1.07755632707,0.779115044552,1.28174613915,1.04694241927175,True
NM_001033268,22,16,9,3,2.1363636363636362,185.0,52.8125,265.0,65.25,270.0,74.26666666666667,1.27472145633,0.8248595967651875,1.32808340987,0.9418567621735,1.19269177016,0.8306321596002,True
NM_001033273,2,1,0,2,1.5,25.0,25.0,20.0,20.0,25.0,25.0,0.997873767871,0.997873767871,0.88646447568,0.88646447568,1.03881175715,1.03881175715,True
NM_001033274,16,9,4,3,1.8125,215.0,62.55555555555556,220.0,55.375,188.0,39.0,1.31386437666,0.9548416248616667,1.09861228867,0.92047663790475,1.17880548119,0.9113761975210833,True
NM_001033275,31,16,9,3,1.8064516129032258,155.0,53.578947368421055,153.0,60.36842105263158,145.0,62.333333333333336,1.24727864759,0.9163985900173685,1.16643317207,0.9065939156890527,1.28441806689,0.8811656293516666,True
NM_001033276,38,21,10,3,1.8157894736842106,675.0,97.29629629629629,548.0,101.38095238095238,713.0,134.95238095238096,1.29689162841,0.9202410208141111,1.43878927947,0.9514162996471429,1.38659232684,0.9763336645468096,True
NM_001033279,17,6,2,3,1.4705882352941178,65.0,29.153846153846153,54.0,30.8,52.0,28.714285714285715,1.29498844832,0.976428428621923,0.836184329135,0.7310428263008,1.23240522347,0.9804586574342858,True
NM_001033284,1,0,0,1,1.0,,,17.0,17.0,,,,,1.25409946525,1.25409946525,,,True
NM_001033285,19,14,7,3,2.1052631578947367,112.0,41.5,92.0,43.38461538461539,153.0,58.53846153846154,1.24826800857,0.9427281790505714,1.08219553004,0.7855673889743078,1.3671499843,0.889501205856077,True
NM_001033294,3,2,2,3,2.3333333333333335,69.0,31.666666666666668,59.0,48.0,57.0,38.0,1.06094424079,0.9879449809296666,0.991206129526,0.9874669419085,0.798159846075,0.6872469869160001,True
NM_001033300,23,13,8,3,1.9130434782608696,123.0,50.375,106.0,47.642857142857146,112.0,60.857142857142854,1.18999285954,0.903753410711,1.20545724048,0.8608009254913572,1.23393773814,0.8240958449445,True
NM_001033305,3,1,0,2,1.3333333333333333,95.0,76.5,79.0,79.0,35.0,35.0,0.806951978821,0.7715884820375001,1.02585103761,1.02585103761,0.860358868066,0.860358868066,True
NM_001033313,15,10,6,3,2.066666666666667,653.0,133.4,547.0,125.72727272727273,764.0,147.7,1.39081329676,1.0295698412662,1.21053009423,0.879235854857,1.37232267761,0.8935636687271,True
NM_001033318,6,5,4,3,2.5,118.0,53.833333333333336,138.0,62.8,118.0,55.0,1.0495649541,0.7891299500826667,0.984532810648,0.8312589474272001,1.07352801351,0.97761578687675,True
NM_001033326,1,0,0,1,1.0,16.0,16.0,,,,,1.08219553004,1.08219553004,,,,,True
NM_001033328,1,0,0,1,1.0,,,20.0,20.0,,,,,1.04865378936,1.04865378936,,,True
NM_001033336,55,37,14,3,1.9272727272727272,386.0,74.73684210526316,445.0,92.16129032258064,410.0,76.86486486486487,1.30134641859,0.8748645127316053,1.41074198377,0.8655296820405162,1.50669328206,0.9044810244137298,True
NM_001033342,3,2,0,2,1.6666666666666667,8.0,8.0,77.0,44.0,18.0,13.0,0.661563238158,0.661563238158,1.09005965871,0.9715538131285,1.03972077084,0.8539846242525,True
NM_001033344,5,2,0,2,1.4,,,33.0,21.333333333333332,32.0,21.5,,,0.801818552543,0.7184014353466667,1.0820131534,0.9760420170522499,True
NM_001033348,6,5,2,3,2.1666666666666665,121.0,53.666666666666664,212.0,62.4,163.0,47.6,0.99195281876,0.881996991377,1.13968562594,0.8633241237011999,1.18628732603,0.9094927144508,True
NM_001033352,4,2,1,3,1.75,138.0,80.5,164.0,92.5,126.0,54.666666666666664,1.23466471384,0.951196831375,1.01249471103,0.992704399105,0.974570189446,0.8833711686283333,True
NM_001033375,34,21,11,3,1.9411764705882353,205.0,63.16,198.0,78.11764705882354,205.0,60.291666666666664,1.16576882259,0.8355106912374,1.19223796109,0.8799232438385882,1.22591984141,0.9417168194535833,True
NM_001033385,3,1,1,3,1.6666666666666667,54.0,28.666666666666668,48.0,48.0,45.0,45.0,1.07513932401,0.931832710265,0.912156417282,0.912156417282,0.525290089928,0.525290089928,True
NM_001033389,26,14,8,3,1.8461538461538463,440.0,73.94444444444444,388.0,84.73333333333333,248.0,87.8,1.17132153945,0.9112302210452778,1.13448718823,0.9518888434283334,1.07247632334,0.8299250318605333,True
NM_001033399,1,0,0,1,1.0,,,25.0,25.0,,,,,0.997873767871,0.997873767871,,,True
NM_001033420,17,10,7,3,2.0,321.0,65.75,311.0,72.8,389.0,79.91666666666667,1.31679884813,0.9380579995842501,1.17173901302,0.7590348518287,1.35626536203,0.9481688005996668,True
NM_001033430,10,5,1,3,1.6,33.0,22.0,49.0,35.2,47.0,40.166666666666664,1.05492016799,0.797169323956,1.03972077084,0.8677599057369999,1.34102448763,0.9462796130056667,True
NM_001033432,7,2,0,2,1.2857142857142858,78.0,34.6,35.0,29.0,29.0,29.0,1.09478022601,0.9843617478694,1.0459781657,0.8557205391036667,0.986463366144,0.986463366144,True
NM_001033439,2,1,1,3,2.0,15.0,15.0,26.0,26.0,45.0,27.0,0.579915171418,0.579915171418,1.0123308391,1.0123308391,0.848685557726,0.840566329439,True
NM_001033441,31,19,7,3,1.8387096774193548,406.0,63.714285714285715,292.0,75.26666666666667,163.0,54.523809523809526,1.2914691317,0.9457445137658572,1.30610660909,0.9438153927020667,1.41292702308,0.8776205527894285,True
NM_001033445,3,2,1,3,2.0,15.0,15.0,30.0,19.666666666666668,18.0,14.5,0.579915171418,0.579915171418,1.03619878482,0.8974536421783333,0.936888307539,0.8984277942875,True
NM_001033446,2,2,1,3,2.5,56.0,33.5,162.0,88.0,116.0,116.0,0.994923632572,0.9218371497519999,0.941400892177,0.769835240381,1.04238189728,1.04238189728,True
NM_001033449,9,6,2,3,1.8888888888888888,558.0,115.0,583.0,158.0,631.0,167.0,1.23745571453,0.901740579321,1.17109060225,0.9201219614846,1.27503804904,0.9609147128314,True
NM_001033452,1,1,0,2,2.0,,,28.0,28.0,27.0,27.0,,,0.952937100125,0.952937100125,0.692461152611,0.692461152611,True
NM_001033457,14,8,2,3,1.7142857142857142,89.0,54.4,73.0,36.666666666666664,79.0,34.9,0.964962923007,0.7018862198754,1.17936713642,0.9035546283111111,1.08219553004,0.8803939420816,True
NM_001033469,6,3,0,2,1.5,54.0,46.0,14.0,14.0,61.0,50.0,1.00828430898,0.8986229076026667,0.598269588585,0.598269588585,0.983727754291,0.880797964266,True
NM_001033472,3,1,0,2,1.3333333333333333,8.0,8.0,34.0,25.5,19.0,19.0,0.974314752869,0.974314752869,1.02839416671,0.9935430130175,0.658109987543,0.658109987543,True
NM_001033474,4,3,0,2,1.75,24.0,17.0,23.0,23.0,52.0,31.0,0.848685557726,0.7249568847926667,0.977230046066,0.977230046066,1.09164999673,0.901101716826,True
NM_001033481,12,8,5,3,2.0833333333333335,102.0,51.9,99.0,50.857142857142854,118.0,62.0,1.31062770413,0.9112691076856001,1.22951534716,0.949017021541,0.989387302906,0.8434674281746251,True
NM_001033484,17,6,2,3,1.4705882352941178,137.0,30.0,185.0,54.333333333333336,142.0,31.545454545454547,1.07899220788,0.9514976598515,1.18748293299,0.9215342888936667,1.10237523892,0.823414704636,True
NM_001033525,3,1,0,2,1.3333333333333333,24.0,17.5,25.0,17.0,,,1.08352912132,0.9999970034295,1.06085694716,1.049834352155,,,True
NM_001033530,3,0,0,1,1.0,6.0,6.0,37.0,27.0,,,1.01140426471,1.01140426471,1.05510161817,0.9687393083264999,,,True
NM_001033536,26,13,10,3,1.8846153846153846,172.0,50.61904761904762,209.0,71.58333333333333,186.0,56.8125,1.23676309793,0.9513525703263332,1.24737847035,0.8663016678669999,1.09527337744,0.803944226591375,True
NM_001033538,1,0,0,1,1.0,10.0,10.0,,,,,0.943348392329,0.943348392329,,,,,True
NM_001033548,1,0,0,1,1.0,16.0,16.0,,,,,1.02392879964,1.02392879964,,,,,True
NM_001033630,5,2,1,3,1.6,32.0,27.5,85.0,39.666666666666664,55.0,37.666666666666664,0.989558798391,0.802031059351,1.07899220788,0.9557021264076667,1.30068177867,0.897899841499,True
NM_001033713,2,2,0,2,2.0,39.0,39.0,33.0,20.5,20.0,20.0,0.998608050326,0.998608050326,1.03619878482,0.9682274180445001,0.688138813714,0.688138813714,True
NM_001033954,1,0,0,1,1.0,,,,,29.0,29.0,,,,,0.941594566991,0.941594566991,True
NM_001033988,18,14,11,3,2.388888888888889,435.0,99.125,376.0,104.14285714285714,507.0,137.53846153846155,1.33833580137,0.995638013499375,1.16586484014,0.8919583124687858,1.30395083751,0.8490657397773076,True
NM_001034059,1,1,1,3,3.0,63.0,63.0,71.0,71.0,143.0,143.0,1.26059830846,1.26059830846,0.681097113876,0.681097113876,1.21167715557,1.21167715557,True
NM_001034085,8,4,3,3,1.875,32.0,23.285714285714285,39.0,23.666666666666668,94.0,41.2,1.09861228867,0.8476801389421429,1.03460123291,1.0122910294366667,1.25096461753,0.9508309442687999,True
NM_001034851,6,3,0,2,1.5,41.0,41.0,52.0,33.6,32.0,26.0,0.942244023667,0.942244023667,0.990835386444,0.8207080401876,1.32294692097,0.9558707033593333,True
NM_001034857,18,12,7,3,2.0555555555555554,98.0,40.785714285714285,85.0,47.166666666666664,84.0,39.63636363636363,1.07173009411,0.8504173682339287,1.04375703633,0.81689659247925,1.06120844091,0.7557414104069999,True
NM_001034867,1,0,0,1,1.0,,,5.0,5.0,,,,,0.950270539233,0.950270539233,,,True
NM_001034882,1,1,0,2,2.0,,,17.0,17.0,14.0,14.0,,,0.956044380967,0.956044380967,0.651756561173,0.651756561173,True
NM_001035532,43,31,18,3,2.13953488372093,774.0,107.3125,962.0,117.25806451612904,1152.0,128.0,1.38196609898,0.9061333793372187,1.35061374533,0.9022058576310322,1.16383065724,0.8579983515821724,True
NM_001035854,25,16,5,3,1.84,104.0,43.10526315789474,82.0,45.214285714285715,107.0,48.0,1.18780964205,0.8708299371568421,1.31237333127,0.8605132242467144,1.18913350469,0.8072590855506154,True
NM_001037298,18,10,6,3,1.8888888888888888,150.0,35.53846153846154,73.0,32.875,97.0,24.076923076923077,1.29404753559,0.9722005804601538,1.41172121413,0.904456535109625,1.33980127049,0.8871207497651539,True
NM_001037711,23,14,6,3,1.8695652173913044,129.0,40.23529411764706,132.0,45.333333333333336,150.0,37.57142857142857,1.3163022658,0.8800386660511765,1.35640677554,0.969521708442,1.09005965871,0.8285617772830715,True
NM_001037722,1,1,1,3,3.0,7.0,7.0,12.0,12.0,10.0,10.0,0.6829081047,0.6829081047,0.959614793912,0.959614793912,0.69314718056,0.69314718056,True
NM_001037725,14,5,2,3,1.5,69.0,43.142857142857146,96.0,37.8,131.0,60.22222222222222,1.01249471103,0.8655026670951429,1.06085694716,0.9281643080138,1.15909012834,0.8091065507125556,True
NM_001037737,16,5,2,3,1.4375,380.0,60.666666666666664,571.0,108.28571428571429,454.0,143.5,1.17805783848,0.9572039434588334,1.19065613242,0.9203295242072856,1.11711727345,0.98983177456025,True
NM_001037741,12,7,5,3,2.0,784.0,264.8333333333333,615.0,193.25,608.0,145.3,1.30552558041,0.9244071236753334,1.18143049043,0.90822755866725,1.13700957008,0.8606252088316001,True
NM_001037742,1,1,0,2,2.0,,,26.0,26.0,31.0,31.0,,,0.666278442415,0.666278442415,1.07896382028,1.07896382028,True
NM_001037746,14,11,8,3,2.357142857142857,127.0,47.54545454545455,84.0,34.25,149.0,47.8,1.19346653477,0.9695288610907272,1.32903589517,0.8961225500250833,1.45261632971,0.9149847075855,True
NM_001037756,9,5,3,3,1.8888888888888888,95.0,34.714285714285715,85.0,47.8,51.0,24.6,1.07472122512,0.9081163559392857,1.01188419128,0.7056843839336,0.909707710327,0.7215200346098001,True
NM_001037758,3,3,1,3,2.3333333333333335,70.0,40.0,47.0,28.0,63.0,35.666666666666664,1.16643076638,1.110675467185,1.08560158152,1.0252822522635001,0.773305775557,0.7022043948260001,True
NM_001037761,13,9,4,3,2.0,754.0,156.375,880.0,142.3,775.0,166.25,1.00761128287,0.8684714155969999,1.20106914395,0.9617877645615,1.19523358075,0.915210263904,True
NM_001037809,22,13,9,3,2.0,639.0,112.07142857142857,443.0,100.07142857142857,559.0,90.3125,1.19933218246,0.8987670811513572,1.23304463834,0.9780064300033572,1.16950445408,0.8981438692376875,True
NM_001037841,2,0,0,1,1.0,15.0,15.0,22.0,22.0,,,1.37929225447,1.37929225447,1.07023594919,1.07023594919,,,True
NM_001037846,21,13,3,3,1.7619047619047619,285.0,55.81818181818182,196.0,52.5,233.0,48.92857142857143,1.18895561707,0.8598761305296364,1.10242880557,0.8275100359700834,1.06929744223,0.8793360776652143,True
NM_001037863,13,8,2,3,1.7692307692307692,59.0,36.875,72.0,37.25,94.0,51.714285714285715,1.07755632707,0.832798627425875,1.06085694716,0.873194645624125,1.08725809587,0.8338321139460001,True
NM_001037913,1,1,1,3,3.0,79.0,79.0,99.0,99.0,96.0,96.0,1.49053101785,1.49053101785,1.1024865391,1.1024865391,1.15418593388,1.15418593388,True
NM_001037918,2,2,0,2,2.0,26.0,26.0,25.0,16.5,6.0,6.0,0.820799689164,0.820799689164,0.900256051269,0.7963015091795,0.636514168295,0.636514168295,True
NM_001037926,4,2,1,3,1.75,159.0,62.333333333333336,132.0,76.5,139.0,101.5,1.01009975935,0.7108461465823334,0.877852625138,0.8551300997425,0.878921796563,0.8654883302205,True
NM_001037937,7,4,4,3,2.142857142857143,120.0,42.4,93.0,40.8,78.0,38.0,1.1269287948,0.8257951525903999,1.15610803391,0.9039714277364,1.08930967896,0.9929866243968,True
NM_001037940,21,12,7,3,1.9047619047619047,624.0,122.4375,661.0,125.66666666666667,891.0,201.11111111111111,1.16848004474,0.82007293404125,1.08966663779,0.8577991696934001,1.12994453588,0.9178671455359999,True
NM_001037997,6,4,1,3,1.8333333333333333,39.0,37.25,24.0,21.5,43.0,33.4,1.3244988169,0.91304339472525,1.01140426471,0.9269738488065,1.23113179348,0.9767436519934,True
NM_001037999,5,4,3,3,2.4,1746.0,809.0,1483.0,790.25,1456.0,740.25,1.02113504673,0.94785152304525,1.00231313621,0.9797109003475,1.17904426289,0.96844709622525,True
NM_001038015,1,0,0,1,1.0,,,19.0,19.0,,,,,0.839269555789,0.839269555789,,,True
NM_001038018,9,6,4,3,2.111111111111111,182.0,49.333333333333336,145.0,46.0,158.0,44.125,1.08645925484,0.9633858249901666,1.08444589914,0.8729998627661999,1.09861228867,0.8353529262435,True
NM_001038230,11,7,4,3,2.0,636.0,152.14285714285714,542.0,122.75,659.0,154.57142857142858,1.1059354296,0.942167930564857,1.22319314624,1.025255090636,1.18118179898,0.7434281666508572,True
NM_001038231,6,5,4,3,2.5,447.0,169.4,452.0,164.6,511.0,192.4,1.12393792108,0.9737952548082,1.16195000766,0.9075886644074,1.11708600156,0.9384047937584,True
NM_001038587,8,3,1,3,1.5,58.0,22.0,30.0,20.75,45.0,32.666666666666664,1.00424247305,0.9349114500378001,0.974341780769,0.896475550023,1.28049398709,0.8650504440803334,True
NM_001038592,21,9,2,3,1.5238095238095237,60.0,33.07692307692308,73.0,31.333333333333332,57.0,35.2,1.08219553004,0.7958831728426153,1.08219553004,0.9316441071526668,1.2085538404,0.9140837044917,True
NM_001038602,2,2,1,3,2.5,26.0,25.0,38.0,38.0,41.0,30.5,1.00365949109,0.9610436380415001,1.08707415554,1.08707415554,1.03972077084,1.0148609387915,True
